epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
63;0.2650843966807022;0.90210795;0.6322198092457826;0.8949257643459296;0.5756997455470738;0.90552825;0.8248588;0.9915092;0.27880332;0.89381677;0.5663142231895837;0.8860489343679716;0.252361291461718;0.5435356200527705;0.9002016;0.7256637;0.9885609;0.21635884
64;0.26331145418091007;0.90378475;0.6371298560500112;0.8960678468612169;0.5844980940279543;0.91572845;0.72875;0.9801881;0.3711012;0.8996439;0.5711857637157164;0.8866983419174561;0.24665854870308251;0.556135770234987;0.9106776;0.70658684;0.9819188;0.31134564
65;0.2658687924831768;0.9059406;0.6322793909509477;0.8950370552077642;0.5757767913760304;0.91606367;0.7528958;0.9824706;0.3723743;0.9015863;0.5690004813130093;0.8851103603384319;0.24773819614581669;0.5518134715025906;0.9128346;0.71428573;0.9815498;0.3298153
66;0.2660130831591145;0.90282655;0.6314265840599226;0.8965386101125444;0.5805219605346913;0.9072958;0.80944055;0.9900484;0.29471675;0.8970541;0.5671341678394538;0.8879942361428892;0.2544490471892312;0.5578947368421052;0.9032367;0.7479675;0.9885609;0.24274406
67;0.26763452303719876;0.90314597;0.6325213237113116;0.8950813972065006;0.5786802030456852;0.9086256;0.7953795;0.9886789;0.30681095;0.8980253;0.5679386468118177;0.8870488467417655;0.25133212054478155;0.5461741424802111;0.9055198;0.7352941;0.98671585;0.26385224
68;0.26534018849437035;0.904184;0.6313508938142331;0.8954638832676833;0.5733333333333334;0.9101001;0.793049;0.9880398;0.3195417;0.8973778;0.5702967373528367;0.8874898986456883;0.2524253395782508;0.5506493506493506;0.9060061;0.7183099;0.98523986;0.26912928
69;0.2603984431529323;0.904663;0.6382236128017198;0.8971424284177468;0.5838627700127065;0.9115985;0.78176385;0.9866703;0.332909;0.8989964;0.5730771752905132;0.8857899502477875;0.2483229931503023;0.5488126649076517;0.90699255;0.73426574;0.9859779;0.27704486
70;0.26320280533323215;0.90562123;0.6372061846235996;0.8961941314788499;0.5801526717557252;0.9208373;0.7125683;0.9759883;0.41502228;0.8999676;0.5705052349121149;0.8860245937551724;0.24816956607200985;0.5408970976253298;0.9158296;0.6732673;0.9756458;0.35883906
71;0.26694230557068666;0.90570104;0.6389903661710973;0.8965619143608972;0.5787801778907242;0.91846526;0.7299528;0.9790925;0.39401656;0.8986727;0.5697964475043733;0.886603900339795;0.2501233336357439;0.5382585751978892;0.91398966;0.6701031;0.97638375;0.34300792
72;0.26314762365328775;0.9051421;0.6390050795168062;0.8982440626615789;0.5824315722469765;0.91261727;0.7771346;0.9859399;0.3418205;0.8996439;0.5739340400540162;0.8877741970031838;0.24985303159823655;0.5511811023622047;0.9084411;0.7284768;0.98487085;0.29023746
73;0.263181469563534;0.9065794;0.6423023949563554;0.8976806345124992;0.5816910362364908;0.91818416;0.74244255;0.98055327;0.39083385;0.8989964;0.5724689002431563;0.8878871374465724;0.24860190075311742;0.5483028720626631;0.91231084;0.68508285;0.9789668;0.32717678
74;0.2599655604343927;0.9059406;0.6407641480113995;0.897678077437867;0.5837046467218332;0.91317946;0.7827338;0.9862138;0.34627625;0.8993202;0.5650811466824492;0.8849263453056694;0.25398154770693143;0.5362694300518135;0.9078545;0.7297297;0.98523986;0.28496042
75;0.2609326214553668;0.90570104;0.6438422038288806;0.8979536022294902;0.5804195804195804;0.92193437;0.7065678;0.9747101;0.42457035;0.8993202;0.5732586690951971;0.8831601904409545;0.2478911331186946;0.5483028720626631;0.9163485;0.66346157;0.97416973;0.3641161
76;0.26185347971749434;0.90506226;0.6454338257448915;0.8993159418551449;0.585750315258512;0.9126099;0.7760116;0.9858486;0.3418205;0.8986727;0.5676816417707076;0.8842029422932752;0.25032721885819775;0.5489690721649485;0.90806943;0.71710527;0.9841328;0.28759894
77;0.263280459609167;0.9071383;0.6495276027010141;0.8992233641303916;0.5868873329089752;0.9183761;0.74757284;0.9810098;0.39210695;0.8996439;0.5693091199743568;0.884736488525835;0.24752518944213134;0.5445026178010471;0.9118051;0.69714284;0.9804428;0.32189974
78;0.2603529660594574;0.90498245;0.6424427366419503;0.8977257029528923;0.5842339478703115;0.91155887;0.7873303;0.9871268;0.33227244;0.8970541;0.5657321516258694;0.8837696793854481;0.2593232974477592;0.5329815303430079;0.9054237;0.7194245;0.9856089;0.26385224
79;0.2601659564460211;0.90618014;0.6482398634086246;0.9006395185539884;0.5951623169955442;0.9125042;0.79464287;0.9874007;0.3399109;0.9006151;0.5677472984121522;0.8824523654207518;0.25154942014565473;0.5488126649076517;0.9082569;0.74657536;0.98634684;0.28759894
80;0.2640298125240387;0.9070585;0.6501455395426093;0.900137837945744;0.5977084659452578;0.9191573;0.74025977;0.9799142;0.39910886;0.9012625;0.5721242493032394;0.8836333719537723;0.24985424866951103;0.5514511873350924;0.9136567;0.7032967;0.9800738;0.33773088
81;0.26382530193641446;0.9059406;0.6486480459651474;0.9002418353333436;0.5898412698412698;0.91234285;0.7928465;0.9873094;0.3386378;0.8977015;0.5723804075446146;0.8871924563572813;0.2485615017948393;0.5435356200527705;0.906038;0.7234042;0.9856089;0.26912928
82;0.25972454554866253;0.9054615;0.6415748966939891;0.8987627420045943;0.5830681094844048;0.91348517;0.7721519;0.9852095;0.34945893;0.8993202;0.5653454648412605;0.8860421189963879;0.2549941423507368;0.5408970976253298;0.90868825;0.72077924;0.9841328;0.29287598
83;0.26097245682215336;0.9065794;0.6550299912721793;0.9018685416067715;0.6008911521323997;0.9133778;0.79015917;0.9867616;0.34754932;0.8977015;0.5729797320862171;0.8850266286304024;0.2493169993022261;0.5514511873350924;0.9068661;0.71428573;0.98450184;0.27704486
84;0.2604973747926526;0.9066592;0.6454481979557198;0.8971288875452623;0.5870393900889453;0.9184058;0.74158657;0.9803707;0.39274347;0.8999676;0.5806196584924218;0.8871958640430732;0.2505411965770701;0.5526315789473685;0.91410834;0.68421054;0.9778598;0.34300792
85;0.2606206770685297;0.9054615;0.6453927500090829;0.8999648576584066;0.5902160101651842;0.91425663;0.7639836;0.98420525;0.35646084;0.8999676;0.5696492209961036;0.8869310381758171;0.25066508925117387;0.5442708333333334;0.90986687;0.71875;0.98339486;0.30343008
86;0.25911414755596945;0.90729797;0.6542686866899987;0.9020955110380486;0.5951623169955442;0.9166809;0.7648579;0.98338354;0.37683004;0.8989964;0.5741843443577045;0.8872299409009922;0.24916817934797125;0.5593667546174143;0.91061646;0.69822484;0.9811808;0.31134564
87;0.26050746834089406;0.9047429;0.6413288163434376;0.8983862999379968;0.5818066961465572;0.91146713;0.7846386;0.9869442;0.3316359;0.8989964;0.5724694525706606;0.8835243260084316;0.250268216916912;0.5695538057742782;0.9067164;0.73758864;0.98634684;0.27440634
88;0.26101103106990137;0.904663;0.6399456140004544;0.8966501915510419;0.5833333333333334;0.9125729;0.77044475;0.98539215;0.3418205;0.8970541;0.5614293744232383;0.8828914700756506;0.26187984113044516;0.5382585751978892;0.90652615;0.707483;0.9841328;0.27440634
89;0.26236400048714575;0.9074577;0.6503474677903872;0.9009963466958499;0.586556753329106;0.9158458;0.77540106;0.98466176;0.3691916;0.8989964;0.5662279056094254;0.8834191745611387;0.2506224416140871;0.5526315789473685;0.9097744;0.70552146;0.9822878;0.30343008
90;0.2632487680690428;0.90721816;0.6495996776998619;0.9018874290898505;0.5846055979643766;0.9188842;0.744325;0.98046196;0.3965627;0.898349;0.5627016746544384;0.8825390180023173;0.2508215386385515;0.5461741424802111;0.9122505;0.6775956;0.9782288;0.32717678
91;0.26091254343754927;0.9069786;0.657355303537952;0.9038844753199583;0.5986005089058524;0.91729194;0.75502515;0.9821966;0.38255888;0.9002914;0.5722076578251262;0.8825789366073081;0.25086977000701927;0.5526315789473685;0.9107387;0.7151515;0.98265684;0.31134564
92;0.25931313474365447;0.9061003;0.6479969595932972;0.9016444488844557;0.5926161680458307;0.9155121;0.7602108;0.98338354;0.36728197;0.8996439;0.5606442029733629;0.8802432114030904;0.2524073003526257;0.5382585751978892;0.9095563;0.7169811;0.98339486;0.30079156
93;0.26136074197564557;0.9057809;0.6433384411541818;0.8995965807960327;0.5830681094844048;0.91232806;0.7904903;0.9871268;0.3386378;0.8970541;0.5594497132639572;0.8826928506752085;0.25585657554262853;0.5356200527704486;0.9054237;0.7194245;0.9856089;0.26385224
94;0.26060849616880505;0.9081763;0.6555750297020424;0.9036040397827347;0.5927802406586448;0.91753983;0.7681529;0.98338354;0.38383195;0.8973778;0.5678770130083423;0.8847140951620598;0.248679114047977;0.5646437994722955;0.90962;0.6845238;0.9804428;0.30343008
95;0.25933212104736236;0.90977323;0.6624146597774202;0.904175371617041;0.602800763844685;0.9201814;0.7640719;0.98201406;0.40611076;0.8973778;0.5630803440845876;0.8835545083683027;0.24931938718074578;0.5567282321899736;0.91102713;0.6741573;0.97859776;0.3166227
96;0.2580082683908182;0.9076972;0.6587055626266215;0.904265770016824;0.5908521303258145;0.9136199;0.80469894;0.9878572;0.3488224;0.8967303;0.5634839926019257;0.8825049411443983;0.25249735059264256;0.5593667546174143;0.90539163;0.71428573;0.98523986;0.26385224
97;0.2598115927889272;0.9082562;0.6583193575803594;0.9043312950542748;0.594147582697201;0.91868806;0.7585784;0.98201406;0.39401656;0.8980253;0.5630810685581189;0.880848805849536;0.2537720320790321;0.5514511873350924;0.9105245;0.68604654;0.9800738;0.31134564
98;0.25824062411647486;0.9068189;0.6522385421985992;0.902843775002306;0.5913430935709739;0.9161422;0.7637076;0.98347485;0.3723743;0.8986727;0.5654094598675908;0.8835252996329436;0.251236805616941;0.5435356200527705;0.90862596;0.71153843;0.98339486;0.29287598
99;0.25985236568254466;0.9076972;0.6618463937043975;0.9056990103481903;0.6008911521323997;0.9183534;0.75460124;0.9817402;0.3914704;0.8993202;0.5711645123368009;0.8834639612886893;0.24933829035051588;0.5526315789473685;0.91036606;0.70481926;0.9819188;0.30870712
0;0.3286634974636159;0.8857394;0.45993693254566914;0.8396236497556279;0.47803946530872055;0.8974787;0.6282051;0.9814663;0.21833228;0.8886371;0.46344584177817233;0.8515543915333614;0.28228735760717805;0.49868766404199477;0.8985849;0.6446281;0.9841328;0.20580475
