epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
16;0.4511598693888362;0.75609756;0.8282388806845328;0.896774193548387;0.7;0.75609756;nan;1.0;0.0;0.6;1.0;1.0;0.6044190526008606;1.0;0.6;nan;1.0;0.0
17;0.4549348783202288;0.75609756;0.8282388806845328;0.896774193548387;0.7;0.75609756;nan;1.0;0.0;0.6;0.7916666666666666;0.8333333333333334;0.6092406511306763;0.6666666666666666;0.6;nan;1.0;0.0
18;0.4433862944928611;0.80487806;0.8282388806845328;0.896774193548387;0.7;0.7948718;1.0;1.0;0.2;0.6;0.7916666666666666;0.8333333333333334;0.6124510169029236;0.6666666666666666;0.6;nan;1.0;0.0
19;0.42000426697294885;0.8292683;0.8180206267162788;0.8935483870967741;0.7;0.81578946;1.0;1.0;0.3;0.6;0.7916666666666666;0.8333333333333334;0.6253336071968079;0.6666666666666666;0.6;nan;1.0;0.0
20;0.4871190219390683;0.85365856;0.8232362444318965;0.896774193548387;0.7;0.8378378;1.0;1.0;0.4;0.6;0.7916666666666666;0.8333333333333334;0.606887936592102;0.6666666666666666;0.6;nan;1.0;0.0
21;0.4935195517794388;0.8780488;0.8232362444318965;0.896774193548387;0.7;0.8611111;1.0;1.0;0.5;0.6;0.7916666666666666;0.8333333333333334;0.5983389616012573;0.6666666666666666;0.6;nan;1.0;0.0
22;0.469425654538521;0.8780488;0.8232362444318965;0.896774193548387;0.7;0.8611111;1.0;1.0;0.5;0.6;0.7916666666666666;0.8333333333333334;0.5781537890434265;0.6666666666666666;0.6;nan;1.0;0.0
23;0.4333848429889214;0.8780488;0.8232362444318965;0.896774193548387;0.7;0.8611111;1.0;1.0;0.5;0.6;0.7916666666666666;0.8333333333333334;0.5589497685432434;0.6666666666666666;0.6;nan;1.0;0.0
24;0.3994510086571298;0.902439;0.8294483656440178;0.8999999999999999;0.7272727272727273;0.8857143;1.0;1.0;0.6;0.8;1.0;1.0;0.5096676349639893;1.0;0.75;1.0;1.0;0.5
25;0.47639033707176764;0.902439;0.8369736181692703;0.9032258064516128;0.8;0.8857143;1.0;1.0;0.6;0.8;1.0;1.0;0.4785839915275574;1.0;0.75;1.0;1.0;0.5
26;0.39593379072299817;0.902439;0.8494472140496168;0.9096774193548387;0.8;0.8857143;1.0;1.0;0.6;0.8;1.0;1.0;0.4683372974395752;1.0;0.75;1.0;1.0;0.5
27;0.3871459030523533;0.902439;0.8587527696051723;0.9129032258064516;0.8;0.8857143;1.0;1.0;0.6;0.8;1.0;1.0;0.4794462323188782;1.0;0.75;1.0;1.0;0.5
28;0.38627258306596335;0.902439;0.8625100630363788;0.9193548387096775;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.5872145891189575;0.6666666666666666;0.75;1.0;1.0;0.5
29;0.4141326895574244;0.902439;0.855358187134503;0.9193548387096775;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.6307345628738403;0.6666666666666666;0.75;1.0;1.0;0.5
30;0.2788649913741321;0.902439;0.8603349673202614;0.9258064516129032;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.6430497765541077;0.6666666666666666;0.75;1.0;1.0;0.5
31;0.4176646122118322;0.902439;0.8725816993464052;0.9322580645161291;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.6371729969978333;0.6666666666666666;0.75;1.0;1.0;0.5
32;0.41645387033136877;0.902439;0.8859745564892624;0.935483870967742;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.6209615468978882;0.6666666666666666;0.75;1.0;1.0;0.5
33;0.33420686214798834;0.902439;0.8859745564892624;0.935483870967742;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.6191391348838806;0.6666666666666666;0.75;1.0;1.0;0.5
34;0.4247370485852404;0.902439;0.8838208768355827;0.9322580645161291;0.8;0.8857143;1.0;1.0;0.6;0.8;0.7916666666666666;0.8333333333333334;0.6067607998847961;0.6666666666666666;0.75;1.0;1.0;0.5
35;0.40842347319533184;0.9268293;0.8838208768355827;0.9322580645161291;0.8;0.9117647;1.0;1.0;0.7;0.8;0.7916666666666666;0.8333333333333334;0.5909895896911621;0.6666666666666666;0.75;1.0;1.0;0.5
36;0.3751051716688203;0.9268293;0.8838208768355827;0.9322580645161291;0.8;0.9117647;1.0;1.0;0.7;0.8;0.7916666666666666;0.8333333333333334;0.5149475932121277;0.6666666666666666;0.75;1.0;1.0;0.5
37;0.3202310093655819;0.902439;0.9132593795093794;0.9516129032258065;0.8181818181818182;0.90909094;0.875;0.9677419;0.7;0.8;1.0;1.0;0.4404757022857666;1.0;0.75;1.0;1.0;0.5
38;0.3468125666060099;0.9268293;0.9132593795093794;0.9516129032258065;0.8181818181818182;0.9375;0.8888889;0.9677419;0.8;0.8;1.0;1.0;0.43808460235595703;1.0;0.75;1.0;1.0;0.5
39;0.3110510256232285;0.9268293;0.925064935064935;0.9548387096774194;0.8181818181818182;0.9375;0.8888889;0.9677419;0.8;0.8;1.0;1.0;0.45433884859085083;1.0;0.75;1.0;1.0;0.5
40;0.40281779846040217;0.9268293;0.9336002886002887;0.9580645161290323;0.9;0.9117647;1.0;1.0;0.7;0.8;0.7916666666666666;0.8333333333333334;0.4862612783908844;0.6666666666666666;0.75;1.0;1.0;0.5
41;0.3689581577370806;0.9268293;0.9357539682539683;0.9612903225806453;0.9;0.9117647;1.0;1.0;0.7;0.8;0.7916666666666666;0.8333333333333334;0.5319552421569824;0.6666666666666666;0.75;1.0;1.0;0.5
42;0.282788691724219;0.9268293;0.9357539682539683;0.9612903225806453;0.9;0.9117647;1.0;1.0;0.7;0.8;0.7916666666666666;0.8333333333333334;0.5526529550552368;0.6666666666666666;0.75;1.0;1.0;0.5
43;0.33258496333913107;0.9512195;0.9357539682539683;0.9612903225806453;0.9;0.93939394;1.0;1.0;0.8;0.8;0.7916666666666666;0.8333333333333334;0.5392246842384338;0.6666666666666666;0.75;1.0;1.0;0.5
44;0.27579768310959746;0.9512195;0.9272186147186147;0.9580645161290322;0.8181818181818182;0.93939394;1.0;1.0;0.8;0.8;0.7916666666666666;0.8333333333333334;0.5415359735488892;0.6666666666666666;0.75;1.0;1.0;0.5
45;0.3171615343450046;0.9512195;0.9272186147186147;0.9580645161290322;0.8181818181818182;0.93939394;1.0;1.0;0.8;0.8;0.7916666666666666;0.8333333333333334;0.5342757701873779;0.6666666666666666;0.75;1.0;1.0;0.5
46;0.3701038854878123;0.9512195;0.9381286549707603;0.9645161290322581;0.9;0.93939394;1.0;1.0;0.8;0.8;0.7916666666666666;0.8333333333333334;0.5667674541473389;0.6666666666666666;0.75;1.0;1.0;0.5
47;0.24956556936589683;0.9512195;0.9381286549707603;0.9645161290322581;0.9;0.93939394;1.0;1.0;0.8;0.8;0.7916666666666666;0.8333333333333334;0.6146491765975952;0.6666666666666666;0.75;1.0;1.0;0.5
48;0.3195974621467474;0.9512195;0.9486842105263157;0.967741935483871;0.9;0.93939394;1.0;1.0;0.8;0.8;0.7916666666666666;0.8333333333333334;0.6357232928276062;0.6666666666666666;0.75;1.0;1.0;0.5
49;0.3004406130895382;0.9268293;0.9486842105263157;0.967741935483871;0.9;0.9117647;1.0;1.0;0.7;0.8;0.7083333333333333;0.6666666666666667;0.6493285298347473;0.5;0.75;1.0;1.0;0.5
0;0.33304879307290003;0.88717663;0.47791710361541784;0.841481132014615;0.4775742261528743;0.8932399;0.70050764;0.9892267;0.17568427;0.8853998;0.46272464764093313;0.8520762542717776;0.27672283852146684;0.5065963060686016;0.89266664;0.64044946;0.9881919;0.15039578
1;0.3055542801830743;0.89045036;0.4930151111848737;0.8471619929444499;0.4864010120177103;0.9013825;0.6689304;0.9821966;0.25079566;0.8886371;0.48309348482577763;0.8590639573941913;0.27293015349331934;0.5092348284960422;0.89966214;0.6356589;0.98265684;0.21635884
2;0.30046165587945095;0.893245;0.5103298425923417;0.8516732537490348;0.5006361323155216;0.9065618;0.6676218;0.9788186;0.29662636;0.89090323;0.5016486995279689;0.861872864111227;0.2721173067602207;0.5197889182058048;0.90508705;0.63125;0.9782288;0.26649076
3;0.29869079308335067;0.8914883;0.5177842777629754;0.8545315692075445;0.5060394151303242;0.91098356;0.62441313;0.97078425;0.3386378;0.8931693;0.5055954696688715;0.8648852583512644;0.27031081817458075;0.5171503957783641;0.9094976;0.6338798;0.97527677;0.3060686
4;0.298338516961268;0.8921271;0.531367101788033;0.8580749191484965;0.5098287888395688;0.90008336;0.7099237;0.98612255;0.23679185;0.89381677;0.5313645575381984;0.8698001148876924;0.2634500487915286;0.525065963060686;0.90074027;0.71794873;0.9878229;0.22163588
5;0.29362094281785633;0.8930853;0.5272720874916998;0.8583547154170621;0.5066329753632344;0.90613383;0.6686047;0.9791838;0.29280713;0.8960829;0.5192929933541928;0.8678957053422778;0.2688404811240489;0.5224274406332454;0.9067075;0.69078946;0.98265684;0.27704486
6;0.29150506354575717;0.89340466;0.5283552612384234;0.859568076387723;0.5124124761298536;0.91194105;0.6388235;0.97197115;0.3456397;0.89478797;0.520333699706093;0.8684711174288523;0.2633543000223375;0.5105263157894737;0.9102167;0.64835167;0.97638375;0.31134564
7;0.290842695169434;0.89061004;0.5263347380789987;0.8613337654789461;0.5092297899427116;0.913738;0.6065748;0.966128;0.3640993;0.89252186;0.5149795856610118;0.8699675783037515;0.2624637525457516;0.5076142131979695;0.9134214;0.6103286;0.9693727;0.34300792
8;0.28720936335620884;0.89284575;0.5377243737145447;0.862721646793257;0.5270528325907066;0.9044693;0.67807156;0.9811011;0.27753022;0.8951117;0.52890570578083;0.8703054260094052;0.2607935395088154;0.5197889182058048;0.905231;0.6896552;0.98339486;0.26385224
9;0.28757321283206966;0.8948419;0.5436951096527928;0.8647426946557082;0.5235368956743003;0.9069944;0.6851312;0.9802794;0.2991725;0.8980253;0.5382634028108143;0.8719158009522047;0.26302241673165444;0.5157068062827225;0.90772897;0.7105263;0.9837638;0.28496042
10;0.28652006809854613;0.89476204;0.5487714405126878;0.8664972256030818;0.5235368956743003;0.9027;0.7254902;0.9859399;0.25907066;0.89575917;0.5387275670433774;0.8715224566493686;0.2600158324574297;0.5197889182058048;0.9039242;0.71428573;0.9859779;0.25065964
11;0.28902951017122075;0.8948419;0.5446153376185724;0.8649389210760657;0.5197201017811705;0.9042625;0.70957094;0.98393136;0.27371103;0.8951117;0.5334835138348359;0.8691059206106573;0.2619319568201538;0.5171503957783641;0.90468115;0.69503546;0.9841328;0.2585752
12;0.28624488016175825;0.89388376;0.5569640219803882;0.8697470349993197;0.52735368956743;0.9006661;0.73540854;0.98758334;0.24061108;0.8964066;0.5526132950603069;0.8750985794818371;0.2598962368833745;0.5248041775456919;0.9018157;0.75652176;0.9896679;0.22955145
13;0.2882079811286656;0.89572024;0.5551504960994913;0.8693521413146373;0.5264162953532782;0.90543836;0.71132374;0.98347485;0.2838956;0.89381677;0.5540168463392194;0.8733187938739545;0.25955091404775926;0.5277044854881267;0.90427697;0.67832166;0.98302585;0.25593668
14;0.2844428417080414;0.89572024;0.5556454742805224;0.8705564653510867;0.5334182049649905;0.9032015;0.7361854;0.98648775;0.2628899;0.8960829;0.5401005485618895;0.8730286537693871;0.25896515077122906;0.5329815303430079;0.9031387;0.73015875;0.9874539;0.24274406
15;0.28433018421123046;0.89460236;0.5553710026464854;0.8681671696839277;0.5270184361093452;0.90228015;0.7277677;0.9863051;0.25525144;0.8951117;0.5365974069950098;0.8713014438851513;0.2628486232923126;0.525065963060686;0.9016835;0.73109245;0.9881919;0.22955145
16;0.28208104948415347;0.8965187;0.5529195120523677;0.8704108283277144;0.5209923664122137;0.9071591;0.7067669;0.9821966;0.2991725;0.89446425;0.5283846738122842;0.8750206895208792;0.25886512416761337;0.5275590551181102;0.90654844;0.6687898;0.98081183;0.27704486
17;0.2819236595176472;0.89572024;0.5566615507099515;0.870230031528149;0.523447401774398;0.9060527;0.70542634;0.98265314;0.28962445;0.8964066;0.5384219648569322;0.8699510266870478;0.2644140254060942;0.5277044854881267;0.9059103;0.7034483;0.9841328;0.26912928
18;0.2822999652488207;0.89572024;0.5623106195020049;0.8716177675541285;0.5334174022698613;0.9051659;0.71405494;0.98384005;0.28134945;0.8951117;0.5459032012021273;0.8748610151009162;0.2567242472862186;0.5235602094240838;0.9044068;0.6978417;0.98450184;0.25593668
19;0.281447432561638;0.8977164;0.5605866455728502;0.8716711174294102;0.5295989815404201;0.90913707;0.70596594;0.9811011;0.316359;0.8951117;0.5380172797629281;0.8755776027417266;0.25786164043577947;0.5233160621761658;0.9068895;0.6751592;0.9811808;0.27968338
20;0.28144210956203064;0.89356434;0.5692523641859744;0.8743148129648101;0.5366008911521324;0.89983374;0.7408907;0.9883137;0.23297262;0.89478797;0.5455727550684499;0.874500774031487;0.26059878327364905;0.5303430079155673;0.90111;0.73275864;0.9885609;0.22427441
21;0.2788897723409266;0.8985947;0.5677862329175954;0.8720305607612364;0.5355329949238579;0.90859985;0.722963;0.982927;0.31063017;0.8964066;0.5420194529435323;0.8744559873039365;0.2571978317220916;0.5329815303430079;0.90701634;0.6928105;0.98265684;0.27968338
22;0.2818959870755539;0.8954008;0.5721676386450187;0.8758567870833792;0.5353278166772756;0.90102303;0.76047903;0.9890441;0.24252069;0.89446425;0.5432516565106951;0.8743917280861464;0.25830066266299917;0.5181347150259067;0.90107673;0.72649574;0.9881919;0.22427441
23;0.28341959929197824;0.89691794;0.5745954569306018;0.8742020401619952;0.5321451304901337;0.90345746;0.75454545;0.9876746;0.26416296;0.8951117;0.5494681001376918;0.8756155740976934;0.2610164250552596;0.5171503957783641;0.9016835;0.73109245;0.9881919;0.22955145
24;0.2781279125937693;0.89819545;0.5776178890228856;0.8767527802229804;0.5404201145767027;0.9048017;0.7596491;0.987492;0.2756206;0.8964066;0.5458933226151221;0.8768540244769203;0.2591447760156537;0.5144356955380578;0.9028995;0.7398374;0.9881919;0.24010554
25;0.27593826435932295;0.8960396;0.5793822941192216;0.8772110777354756;0.5438931297709924;0.90062267;0.7807933;0.9904136;0.23806493;0.8931693;0.5393871159943452;0.8778695148429057;0.26212703471586674;0.5263157894736842;0.8987936;0.73333335;0.9896679;0.20316623
26;0.27777817359129314;0.8999521;0.5859439891840312;0.8803614517977193;0.5489821882951654;0.9085243;0.743865;0.984753;0.30872056;0.8951117;0.5481541322625277;0.8821719615613042;0.25381949421424777;0.5348837209302325;0.9041328;0.7007299;0.98487085;0.25329816
27;0.27689846207606966;0.89987224;0.5836631281863851;0.8802372012167259;0.5493316359007002;0.90844774;0.74347156;0.984753;0.308084;0.8970541;0.5504977605880137;0.8820463639992601;0.25392056141964015;0.5303430079155673;0.9054237;0.7194245;0.9856089;0.26385224
28;0.27246676957046156;0.8997924;0.5816382412485753;0.8791936241901119;0.5453968253968254;0.90926737;0.7337278;0.98356616;0.31572247;0.8964066;0.5444806784739625;0.8807894147543057;0.2540873295934156;0.525065963060686;0.9067393;0.69536424;0.98302585;0.27704486
29;0.27507317937548853;0.8996327;0.592083653722863;0.8825851187671087;0.5578880407124682;0.91119593;0.71389645;0.98082715;0.3335455;0.89575917;0.5525925849824956;0.8818935049508806;0.25173507416159563;0.5328083989501312;0.90612245;0.6912752;0.98302585;0.27176782
30;0.27372151947512163;0.8990738;0.591361334366039;0.8841547267263058;0.5574603174603174;0.9085772;0.7301349;0.98356616;0.30999362;0.89575917;0.5508825496960195;0.8813911147027037;0.25344708411390243;0.5261780104712042;0.90612245;0.6912752;0.98302585;0.27176782
31;0.27405151067862626;0.89971256;0.5931203359349261;0.8834995344671285;0.5550604710375557;0.9096055;0.72925764;0.98301834;0.31890514;0.8977015;0.5568482678364187;0.8832137397891128;0.25317521983990976;0.5303430079155673;0.9065897;0.7172414;0.98487085;0.27440634
32;0.273268526707336;0.900511;0.5942706808668256;0.8832560602814074;0.5569700827498408;0.9099586;0.73722625;0.98356616;0.3214513;0.8973778;0.5544418454695718;0.8829440457992971;0.25221572653805024;0.5356200527704486;0.9071113;0.70666665;0.9837638;0.27968338
33;0.2721290641474109;0.90043116;0.5948021834048807;0.8834944493755305;0.5556970082749841;0.9157814;0.69014084;0.975897;0.3742839;0.89446425;0.554759202968773;0.8848416399731279;0.251204283610734;0.5354330708661418;0.91046834;0.64324325;0.9756458;0.31398416
34;0.2712487711031876;0.8989141;0.5974212268179033;0.885505094593455;0.5582431572246976;0.9054156;0.7642981;0.98758334;0.28071293;0.89446425;0.5547258783667014;0.8839420109240671;0.252657277435402;0.5224274406332454;0.9021593;0.712;0.98671585;0.2348285
35;0.2739667980210378;0.8978761;0.5960126134270616;0.8832316518417359;0.5550604710375557;0.90328497;0.7754717;0.9891354;0.2616168;0.89446425;0.5563250799358823;0.8833617307149323;0.25813061525932446;0.5303430079155673;0.90107673;0.72649574;0.9881919;0.22427441
36;0.27192560358717205;0.89939314;0.6011975759374804;0.8855548122604523;0.5622617534942821;0.9055988;0.7704348;0.98794854;0.281986;0.8964066;0.5576552565430845;0.8817698546378605;0.2545856961485405;0.5303430079155673;0.9028995;0.7398374;0.9881919;0.24010554
37;0.2726928075482216;0.9001118;0.6005326608846817;0.8865048817169918;0.5601527689369828;0.91047555;0.7266289;0.98237926;0.3265436;0.8977015;0.5596362833476601;0.8825010466463503;0.25081802816810095;0.5368421052631579;0.90769756;0.7058824;0.98339486;0.28496042
38;0.2746154691611129;0.9025072;0.6036056269476999;0.8875916093780247;0.562062380649268;0.91419816;0.7255155;0.98055327;0.35837045;0.8970541;0.5622987913575068;0.883575928107566;0.2528174446432017;0.5329815303430079;0.9093087;0.6826347;0.9804428;0.30079156
39;0.27166833122403944;0.9014692;0.604137387060376;0.8871337186728573;0.5607893061744113;0.9110209;0.74037087;0.98338354;0.33036283;0.8973778;0.567544980360262;0.8844054561917652;0.2503480565329901;0.5382585751978892;0.9076661;0.7012987;0.98302585;0.28496042
40;0.27172553020995555;0.9006707;0.6037234999721232;0.8865289414646681;0.5595162316995544;0.90735924;0.7693575;0.98721814;0.29726288;0.8964066;0.5579874509186955;0.8829752017836802;0.2534376052387635;0.53125;0.90426254;0.7218045;0.98634684;0.25329816
41;0.2716779561837673;0.90138936;0.611024791796027;0.8879263246358509;0.5728835136855506;0.90969646;0.75301206;0.98502696;0.31826863;0.8964066;0.5640994972606144;0.8844297968045643;0.2504125127671953;0.5421052631578948;0.9064626;0.6979866;0.98339486;0.27440634
42;0.27027857586198895;0.9025072;0.6118341705475374;0.8881000023071786;0.56524506683641;0.9171811;0.70348835;0.9767187;0.385105;0.8973778;0.5651699944335528;0.8837881782511757;0.24995337288697664;0.5447368421052632;0.912444;0.6648936;0.97675276;0.3298153
43;0.2710386693301539;0.90258706;0.616172006821319;0.888989544644867;0.5658816040738384;0.9091903;0.77812994;0.98721814;0.3125398;0.8977015;0.5676741662769383;0.8855202562579716;0.25091470174513114;0.5329815303430079;0.9054878;0.729927;0.98634684;0.26385224
44;0.27053191857748576;0.90226763;0.6170844095701367;0.8887469712467999;0.5716104392106939;0.9117921;0.7440225;0.98338354;0.3367282;0.8977015;0.5695503866844097;0.8850879669746564;0.2484030946003808;0.5382585751978892;0.90797544;0.7032258;0.98302585;0.28759894
45;0.27333182151688434;0.9007506;0.6154197354314537;0.8887459542284802;0.5674300254452926;0.9058686;0.7918149;0.989318;0.28325906;0.8989964;0.5649353095730324;0.885474495905909;0.2542138902133396;0.5329815303430079;0.9042481;0.7723577;0.9896679;0.25065964
46;0.26997664742735733;0.90258706;0.6170446198024798;0.8897109302678194;0.5671546785486951;0.9092591;0.7772512;0.9871268;0.31317633;0.898349;0.5707517619148651;0.8851308064531833;0.2510734160921264;0.5394736842105263;0.9066531;0.72727275;0.9856089;0.27440634
47;0.2694580862694219;0.90274674;0.6135721905173199;0.8887696362264946;0.5690747782002535;0.913446;0.73502;0.9818315;0.35136855;0.9006151;0.5675017353890692;0.8844259023065164;0.2504539138780091;0.5408163265306123;0.9102083;0.725;0.9837638;0.3060686
48;0.27429500296926085;0.90274674;0.6109860549854447;0.8877377403817236;0.558879694462126;0.9143611;0.72715575;0.9806446;0.35964355;0.8986727;0.5641285079410983;0.8821855923044719;0.25178107234576097;0.5435356200527705;0.9105858;0.69411767;0.98081183;0.31134564
49;0.26813799921507675;0.90091026;0.6196284651115955;0.8916289687033243;0.5699745547073791;0.90540993;0.8021978;0.99013966;0.27880332;0.8960829;0.5678114327294947;0.8864101490619127;0.2512317483683318;0.5408970976253298;0.9020532;0.7457627;0.98892987;0.23218997
50;0.26459477502580214;0.89971256;0.6176784897995778;0.8904261556655214;0.5690642902609803;0.9053591;0.77975136;0.9886789;0.27943984;0.8967303;0.5659097942318653;0.8846712556835331;0.25450809791264467;0.5329815303430079;0.903204;0.7419355;0.9881919;0.24274406
51;0.2663497103039676;0.89923346;0.6202778402167751;0.8915837840322661;0.5722469764481222;0.9027512;0.81338745;0.99160045;0.25525144;0.89446425;0.5686320399577285;0.885434577300918;0.2528131176624417;0.538860103626943;0.8997317;0.74766356;0.9900369;0.21108179
52;0.2666227113561427;0.9017886;0.6237557949424085;0.8917592342212367;0.5725190839694656;0.9069222;0.79549396;0.9892267;0.29217058;0.8977015;0.564804202019388;0.8845378691253931;0.26017300163505147;0.5435356200527705;0.9033019;0.76033056;0.9892989;0.24274406
53;0.2679804528500327;0.9013095;0.6273651851270357;0.8942643537461695;0.573791348600509;0.90463895;0.8239845;0.99169177;0.27116486;0.8941405;0.5665195560095788;0.8854910475226124;0.25347952456169814;0.5421052631578948;0.90077364;0.7241379;0.9881919;0.22163588
54;0.2687456507053725;0.9033855;0.6238390179537107;0.8932766546118033;0.5716104392106939;0.9160475;0.7214724;0.9792751;0.3742839;0.8993202;0.5655099081827115;0.8855815946022257;0.24986595832421657;0.5356200527704486;0.9112101;0.6976744;0.98081183;0.3166227
55;0.2691969897363636;0.9047429;0.6288188986516978;0.8932062188287517;0.5722469764481222;0.91531914;0.74418604;0.98192275;0.36664546;0.8999676;0.5771928800679229;0.8853761598302;0.24764533372768965;0.5421052631578948;0.9101469;0.7160494;0.98302585;0.3060686
56;0.26344275126529365;0.90442353;0.6306662030642954;0.893961660036579;0.5776081424936387;0.9143027;0.7493333;0.98283577;0.35773394;0.8977015;0.5734838915346459;0.8867294979018393;0.2481711192708372;0.5382585751978892;0.9096509;0.6886228;0.98081183;0.30343008
57;0.2702266213429675;0.9041041;0.6270881237711696;0.8929841020277427;0.5706106870229007;0.91273063;0.7605634;0.9844791;0.34373012;0.8986727;0.5665597021508532;0.8866545288144173;0.25232423232930423;0.5303430079155673;0.90862596;0.71153843;0.98339486;0.29287598
58;0.26849490703841783;0.9032258;0.6264394876183748;0.8929274976938383;0.5709739019732655;0.91077;0.76911545;0.9859399;0.3265436;0.898349;0.5648940509036694;0.884438559425172;0.2528970577196613;0.5342105263157895;0.9063772;0.73049647;0.9859779;0.27176782
59;0.26470632224332713;0.903625;0.6263908056110954;0.8931113746060289;0.5663492063492064;0.9115014;0.76686215;0.9854834;0.332909;0.9002914;0.5762465942103495;0.8869436952944726;0.24994515260761707;0.5390428211586902;0.9082257;0.7414966;0.9859779;0.28759894
60;0.2672224404401566;0.9033855;0.6256100839613022;0.8933305275250776;0.5687022900763359;0.9118965;0.758967;0.98466176;0.3367282;0.9006151;0.5669125002119354;0.8861180617083216;0.25019324727672404;0.5380577427821522;0.90936965;0.73376626;0.98487085;0.29815304
61;0.265863642783039;0.90282655;0.6294246270838113;0.8949853616194604;0.5706106870229007;0.9090756;0.78365386;0.9876746;0.31126672;0.8989964;0.5631703882864236;0.8840481359958717;0.2523224235314233;0.5471204188481675;0.90699255;0.73426574;0.9859779;0.27704486
62;0.2662967815376516;0.90386456;0.6263158155678119;0.8933819595943853;0.5722469764481222;0.91389996;0.7456493;0.98265314;0.35455126;0.9009388;0.5641054534184371;0.8841980741707153;0.25390577760931166;0.5342105263157895;0.91079974;0.72392637;0.98339486;0.31134564
